0 0
0.05 0.104768160793
0.1 0.208312159615
0.15 0.309431643036
0.2 0.406973227271
0.25 0.499852387048
0.3 0.587073491657
0.35 0.667747471611
0.4 0.741106680468
0.45 0.806516611061
0.5 0.863484229961
0.55 0.911662804041
0.6 0.950853204262
0.65 0.981001779921
0.7 1.00219499762
0.75 1.01465112948
0.8 1.01870935185
0.85 1.01481667617
0.9 1.0035131772
0.95 0.985416008499
1 0.961202702118
1.05 0.931594239199
1.1 0.897338351916
1.15 0.859193477555
1.2 0.817913734377
1.25 0.774235229396
1.3 0.728863943033
1.35 0.682465367718
1.4 0.635656009639
1.45 0.588996797517
1.5 0.542988381676
1.55 0.498068252568
1.6 0.454609561647
1.65 0.412921489969
1.7 0.373250981535
1.75 0.335785639264
1.8 0.300657571204
1.85 0.267947972484
1.9 0.237692233721
1.95 0.209885377994
2 0.184487644842
2.05 0.161430059896
2.1 0.140619851366
2.15 0.121945598603
2.2 0.105282022221
2.25 0.0904943489548
2.3 0.0774422066856
2.35 0.0659830254112
2.4 0.0559749378633
2.45 0.0472791887535
2.5 0.0397620741399
2.55 0.0332964421595
2.6 0.027762793475
2.65 0.023050024447
2.7 0.0190558585183
2.75 0.0156870118885
2.8 0.0128591385815
2.85 0.0104965977866
2.9 0.00853208319964
2.95 0.00690615028611
3 0.00556667319617
3.05 0.00446825870229
3.1 0.00357164018745
3.15 0.00284307053633
3.2 0.00225372888093
3.25 0.00177915260509
3.3 0.00139870286695
3.35 0.0010950691762
3.4 0.000853816266182
3.45 0.000662974614143
3.5 0.000512674459839
3.55 0.000394822016621
3.6 0.000302815721158
3.65 0.000231299784287
3.7 0.000175951944243
3.75 0.000133302143725
3.8 0.000100578816183
3.85 7.55795404305e-05
3.9 5.65629765812e-05
3.95 4.21592050264e-05
4 3.12958329205e-05
4.05 2.31374924167e-05
4.1 1.70366186852e-05
4.15 1.24936535987e-05
4.2 9.12506588141e-06
4.25 6.63780576615e-06
4.3 4.80901901693e-06
4.35 3.47003025914e-06
4.4 2.49376878624e-06
4.45 1.78495207336e-06
4.5 1.27246439769e-06
4.55 9.03471875337e-07
4.6 6.38902701851e-07
4.65 4.49994323218e-07
4.7 3.15669532053e-07
4.75 2.20552853828e-07
4.8 1.53478699347e-07
4.85 1.06375092128e-07
4.9 7.34326440173e-08
4.95 5.04889916099e-08
5 3.45751005407e-08
5.05 2.35825254635e-08
5.1 1.60205762675e-08
5.15 1.08399616989e-08
5.2 7.30533204463e-09
5.25 4.90360586167e-09
5.3 3.2783498247e-09
5.35 2.18303106727e-09
5.4 1.4478719049e-09
5.45 9.56459681307e-10
5.5 6.29318032034e-10
5.55 4.1242152892e-10
5.6 2.69203540533e-10
5.65 1.75020580901e-10
5.7 1.13335769788e-10
5.75 7.30995990513e-11
5.8 4.69606055076e-11
5.85 3.00485584537e-11
5.9 1.91507332155e-11
5.95 1.21568068387e-11
6 7.68646216603e-12
6.05 4.84068528754e-12
6.1 3.03641463553e-12
6.15 1.89709754219e-12
6.2 1.18057362596e-12
6.25 7.3176525287e-13
6.3 4.51779199762e-13
6.35 2.77815748529e-13
6.4 1.70162595037e-13
6.45 1.03812193693e-13
6.5 6.30826712288e-14
6.55 3.81812041142e-14
6.6 2.30179899058e-14
6.65 1.38217738045e-14
6.7 8.26683276943e-15
6.75 4.92485981798e-15
6.8 2.92232357049e-15
6.85 1.7272006184e-15
6.9 1.01680498405e-15
6.95 5.96229252254e-16
7 3.48233021958e-16
7.05 2.02585334311e-16
7.1 1.17389092475e-16
7.15 6.77531492225e-17
7.2 3.89505438886e-17
7.25 2.23038666058e-17
7.3 1.27212466237e-17
7.35 7.22707144565e-18
7.4 4.08957768888e-18
7.45 2.30503904912e-18
7.5 1.2940828632e-18
7.55 7.23652588589e-19
7.6 4.03072012172e-19
7.65 2.23624769656e-19
7.7 1.23578282024e-19
7.75 6.80220357147e-20
7.8 3.72943083047e-20
7.85 2.03667240647e-20
7.9 1.10786213692e-20
7.95 6.00255848563e-21
8 3.23946609465e-21
8.05 1.74139402346e-21
8.1 9.32411116552e-22
8.15 4.97284387242e-22
8.2 2.64173589275e-22
8.25 1.39785253761e-22
8.3 7.36751292338e-23
8.35 3.86783759075e-23
8.4 2.02256979936e-23
8.45 1.05348160293e-23
8.5 5.46561107469e-24
8.55 2.82448324537e-24
8.6 1.45387800299e-24
8.65 7.4542814371e-25
8.7 3.80691019081e-25
8.75 1.93654980029e-25
8.8 9.81237334391e-26
8.85 4.95232314118e-26
8.9 2.4896228438e-26
8.95 1.24665985794e-26
9 6.21802370684e-27
9.05 3.08920624608e-27
9.1 1.52873326397e-27
9.15 7.53541113672e-28
9.2 3.69975323417e-28
9.25 1.80937786722e-28
9.3 8.81407286243e-29
9.35 4.27676101627e-29
9.4 2.06701889551e-29
9.45 9.9509641144e-30
9.5 4.77174527868e-30
9.55 2.27919168363e-30
9.6 1.08436647707e-30
9.65 5.13881603339e-31
9.7 2.42572707549e-31
9.75 1.1405459815e-31
9.8 5.34165429226e-32
9.85 2.49190216883e-32
9.9 1.15791997323e-32
9.95 5.35942949031e-33
